user,date,idea
1410698419,2014-09-14 08:40:19,['Love the idea of self-cleaning']
1410698438,2014-09-14 08:40:38,"[""I love the shower cap type thing idea! I have giant boobs and sometimes get 16oz in one pump session. Bc of the size of my boobs and volume of milk, I can't use a hands free bra plus I have to pump one side at a time. Not fun.""]"
1410698451,2014-09-14 08:40:51,"[""If the suction were to not only pull on the nipple, but also kind of squeeze it, closer to a real infant's tug, that may help. or what about designing a nipple interface that takes more of the nipple/areola into the suction zone, again, more like a real infant's latch. ""]"
1410698483,2014-09-14 08:41:23,"[""Pump Ease. This has been my best friend since pumping! I recommend ordering one size smaller than normal, I thought I'd have to be in a 2XL, the XL is actually too big, it must be the material. But LOVE IT. Using it now and at work.""]"
1410698540,2014-09-14 08:42:20,"[""It's a blessing and a curse. I was a 38JJ pre - pregnancy, so there is just a ton of storage space. I only get that much in the mornings if she hasn't gotten up overnight to eat. I have a hands free bra, but it just doesn't work that well. It kind of restricts my milk flow bc it basically squishes them and doesn't provide support at the same time. Couple that with 2 8oz bottles... let's just say I'm being for a better style of pump.""]"
1410698587,2014-09-14 08:43:07,"['Can you just engineer a robot baby to collect my milk in the precise image of my child with the exact same suction patterns? I mean, this is the future, right? I kid, but I am excited about this project and love all of the feedback posted already! It is a device that needs significant improvement.']"
1410698628,2014-09-14 08:43:48,"[""I must have low expectations but my Medela freestyle is good enough for me. 2nd kid, pumping 2x/day. It's not a delight, but it's OK. Biggest wish? Alert me when the bottle is about to overflow. Even that cloud has a silver lining.""]"
1410698647,2014-09-14 08:44:07,"['It would be interesting to have a foot pedal to control the suction and/or the rhythm of the pump, like a sewing machine. I think that one of the brands of pumps lets you teach it using the manual mode and then uses that in electric mode.']"
1410698680,2014-09-14 08:44:40,[' I would like to be able to control the rythm - sometimes I feel like my Harmony goes too slow - but I should be careful for what I wish for because when I pump at home I am lucky enough to get to do it in our bedroom with the door closed while my husband watches the kids. If it pumped faster I would get less relaxation time with Netflix and a cup of tea!']
1410698722,2014-09-14 08:45:22,"[""A small quiet motor, using rechargeable batteries, and soft flanges that are shaped like a baby's mouth. The mechanical, clinical aspect of a pump currently reduces output because milk production is tied to being comfortable and relaxed.""]"
1410698756,2014-09-14 08:45:56,"[""I had to pay a weekly fee to rent a hospital pump, which was about 100x more effective than a home pump. WHY is there a difference? Why can't home pumps work just as well?""]"
1410698781,2014-09-14 08:46:21,"['Hospital pumps cost a few thousand bucks...so it\'s a case of ""you get what you pay for""']"
1410698852,2014-09-14 08:47:32,"[""There's a brand available that I can tell nobody in here has heard of that has a hospital grade pump for $240 just as good as the Medela symphony. We sell loads of them hospitals and professionals here in Australia. Id prefer not to mention it by name but it is there if you search. Absolutely and truly every bit as effective and with a stack of innovations.\r\n""]"
1410698899,2014-09-14 08:48:19,"['Get onto Spectra. I was spending 140 a month hiring a Medela hospital grade pump. Then tried both the Spectra S1 (nightlight - hello awesome. And portable, different suction speeds and strengths and a shut off timer)\r\n', ""And the Spectra Dew350 (stronger suction than any other I used, but no let down mode). Cheap, hospital grade, closed system and highly recommend over the famous 'M' brand.\r\n"", 'Customer service is also amazing.\r\n', '\r\n', ""But, despite the glowing report, I'm looking forward to many new innovations in the pumping world - go MIT!""]"
1410698923,2014-09-14 08:48:43,"['The manufactuers are able to set the prices in comparison to what it would cost to formula feed a baby, not at cost + a percentage of profit']"
1410699020,2014-09-14 08:50:20,"[""I really wish a pump could milk rather than suck. Also, if the flanges weren't see-through maybe I'd have been more comfortable pumping when my family was around.\r\n""]"
1410699049,2014-09-14 08:50:49,"['things I would love most. being able to sit comfortably when pumping, after 15 months of pumping my back hurts all the time. maybe even being able to lay down when pumping? also being able to control the suction and speed independently for each breast. I am so happy to hear people are trying to improve the pump, it really needs it!']"
1410699064,2014-09-14 08:51:04,['Hygeia has that suction/speed ability. I use it and love it. http://hygeiainc.com/.../enjoye-lbi-breast-pump-with.../']
1410699094,2014-09-14 08:51:34,"[""f you are still pumping, try these flanges. I can't lie down but they allow me to lean back comfortably in a chair instead of hunching forward in agony.\r\n"", '\r\n', 'http://www.pumpinpal.com']"
1410699107,2014-09-14 08:51:47,"['I use the enjoy. You can contrrol the speed and suction seperate, but not for each breast. When my nipple was cracked and infected it couldnt tolerate much, but the other side was fine. Had to pump each side separate. That led to no sleep because pumping took twice as long']"
1410699132,2014-09-14 08:52:12,"['I have a Medela and when I pump at work, they have these lovely comfy chairs with feet rests that I can never use because the angle of the flanges is such that I have to be leaning forward. Just. Aweful.']"
1410699198,2014-09-14 08:53:18,"['Please find a way to make them cheaper! There is no reason a $15 motor and some plastic tubing should retail for $250 or more. Also, anything to make them quieter would be great!']"
1410699215,2014-09-14 08:53:35,"[""I am both a software developer and a working, pumping mom.I love the idea of this project! Personally, I have found the Freemie to be a huge improvement over the standard attachments. Please check it out, if you haven't already.""]"
1410699237,2014-09-14 08:53:57,"[""So I currently use Medela parts with my Hygeia because I don't like the Hygeia flanges. The Hygeia tubing fits right into the Medela connectors. I wonder if with the Medela connection kit will allow me to do the same thing?""]"
1410699249,2014-09-14 08:54:09,"['I am a labor and delivery nurse and taking time to pump is extremely difficult. If the status of my patient changes, I have to go to the bedside immediately,  even mid pumping. I would love a pump that could easily be concealed under clothing. Also it would need to be almost silent. Maybe under a jacket, scarf, etc. Thank you!']"
1410699253,2014-09-14 08:54:13,['Guys - the issue is whether the Freemie will work with the way your pump manages vacuum and keeping the system closed. Medela parts are open system so when you use them with another brand of pump (like hygeia) it may no longer be a closed system.']
1410699312,2014-09-14 08:55:12,"[""I wish for parts that aren't plastic! Or at least a plastic alternative to be available as an option. Hate that my baby's milk comes in contact with SO MUCH chemical leaching plastic.""]"
1410699347,2014-09-14 08:55:47,"[""I have three pumps, all Ameda brand and I do like the closed loop system bc it helps me feel secure that the system stays clean. I have two Purely Yours, one at work and one for travel, and the hospital grade Platinum at home that I'm renting bc I'm having milk supply issues. (After 3x mastitis and going back to work my supply plummeted). The hospital grade is by far the most efficient but it. is. so. Heavy. Would never attempt to travel on the commrail with this thing. Is it too out of the box to imagine a travel pump system that has a docking station of some kind that could give you the boost of a hospital grade?""]"
1410699379,2014-09-14 08:56:19,"[""PJ's comfort are also hospital grade and only weigh 1.5 pounds. But I feel you. I rented a Medela classic for awhile before I found a pump that suited me better. It was 22 pounds. Definitely could NOT take that one to work. (It's the same as the one Will Ferrell was sporting on the red carpet a few years ago.)""]"
1410699426,2014-09-14 08:57:06,"[""Can the material that touches the mothers skin be printed with a fun and trendy pattern? This may make it feel less medicalized. Although I agree with Olivia Edwards, the less chemicals, the better. The last time I pumped, I gave my freshly pumped milk to my older daughter. She didn't like the taste of it. I assumed it had picked up the taste of plastic, having gone through the flanges, tubing and then to a plastic bottle.\r\n"", 'The pattern, I think would still have to be somewhat see through, so the mother who is pumping can see her let downs and gauge when to stop pumping or work out what pumping routine helps with let downs.\r\n', 'Like']"
1410699466,2014-09-14 08:57:46,"[""I'm renting the medela symphony from the hospital. I hate having to hunch my back over and lean forward when pumping. It kind of goes against gravity but it would be great to pump while reclined.\r\n"", 'Unlike']"
1410699479,2014-09-14 08:57:59,['Hospital grade quality like the Medela symphony but small like the freestyle please!']
1410699495,2014-09-14 08:58:15,"['I am loving the idea of soft moldable silicone flanges that are warmed by your body temperature and could possibly be worn under a shirt. There are intimate toys with this material on the market now.\r\n', 'Motors are smaller and quieter why is the breast pump so loud. It is tough to pump at work and then to have a loud motor and cold plastic flanges...well it gets arduous.\r\n', 'A wearable or compact quiet hook up device would be an improvement.\r\n', 'Like']"
1410699510,2014-09-14 08:58:30,"['Hospital grade pumps are also quieter. Without a quiet pump I would not be able to take conference calls while pumping, which would be a huge drain (npi) on my productivity.']"
1410699523,2014-09-14 08:58:43,"[""I use a hygeia and if I'm on the phone people still hear it""]"
1410700223,2014-09-14 09:10:23,"['I think the new design of a breastpump can move away from the vacuum/suction mechanism. This pulling and enlarging of the nipple is unnatural and often uncomfortable. A better pump would be one that (from at least three pressure points) rolls down the areola towards the nipple, then compresses the nipple. This compression/squeezing is infinitely more comfortable. I believe comfort may be more important than efficiency for some women. Please contact me at laura.cade.brown@gmail.com for a illustration of how a potential compression pump could be designed.\r\n', '\r\n']"
1410701833,2014-09-14 09:37:13,"[""This is awesome! A smaller battery pack  and charger that didn't take up so much space and weighed so much. It was frustrating to to spend $250 on a travel bag for my pump and not be to fit anything but the small cooler. The charger should be no bigger than an iPhone.'s.""]"
1410704011,2014-09-14 10:13:31,"[""Make the breast pump easier to clean and less awkward. I have been breastfeeding for 3+ years of that time I have only pumped 2 monthes because of the awkwardness of the pump and how hard it is to clean the parts. As well as making all of the parts easy to find and accesible. Ex. My dog chewed through the 'air' hoses for my medela pump. I had a very difficult time just finding those without haveing to buy the whole kit again. ""]"
1410705834,2014-09-14 10:43:54,"[""Comfortable where your forearm holds it. I get lines from where my Ameda hits my arm so I'm constantly adjusting. \r\n"", '\r\n', 'Rechargeable battery pack. \r\n', '\r\n', ""This sounds impossible, but being able to lay down/fall asleep while pumping would be amazing. Whether it's on stomach or back. \r\n"", '\r\n', 'Built-in timer/shut off switch. Adjustable time of course. \r\n', '\r\n', 'Come in fun colors/designs. Matching parts/bags. \r\n', '\r\n']"
1410708948,2014-09-14 11:35:48,"['\r\n', "" I literally get no milk when I use my insurance pump. Maybe it doesn't stimulate letdown effectively? I don't know.\r\n"", '\r\n', ""Also, the bottles on the insurance pump connect to the flanges veeeeeery precariously which is an extraordinary design flaw. I guess they didn't think about the fact that women use handsfree bras to pump, but that is just a gross oversight in my opinion.\r\n"", '\r\n', 'There was also no way for me to test the various insurance pumps before selecting on, so I am stuck with one that does not work for me.']"
1410708966,2014-09-14 11:36:06,"[""My insurance will reimburse me for the cost of a single electric pump, not a double. It's helpful but not enough. I'm not working right now and don't really need to pump much, but if I was working, I would really need a double.""]"
1410708998,2014-09-14 11:36:38,"["" I don't know why the insurance can't be set up as a stipend to maximize flexibility. I would have preferred partial coverage of an effective pump instead of full coverage of a paperweight.""]"
1410709020,2014-09-14 11:37:00,"[""I absolutely love my ACA tan Medela PIS. I have EP'd for over 7 months now (after 6 weeks.of nursing). I can fit all my parts in it, it has a cooler area attached, and I've had no problems at all with suction or the motor. Most people think it's my lunch bag. Of course, it's not the same as the symphony (they're different machines), but it works for me. I've also found that compression, massage, and a hands free bra are a must!""]"
1410709046,2014-09-14 11:37:26,"['I got a Medela In Style insurance pump, used that for 6 months. Ran into supply drop coming back to work (really problematic maternity leave and transition back). Ended up renting a Symphony and using that, paying out of pocket. Feeding a preemie was already difficult enough and the Symphony was the only one that would work.']"
1410709061,2014-09-14 11:37:41,"['I choose the Hygeia insurance pump. I found it was not as good quality as the Hygeia I purchased\r\n', ""Myself with my first. The suction wasn't as strong.""]"
1410709113,2014-09-14 11:38:33,"[""I thought my insurance-covered Medela worked fine until I read these comments. Now I'm thinking it may have not been strong enough and that could be a contributing factor to the supply issues I have had. \r\n"", '\r\n', 'Plus, all the other issues still stand (hard to clean, suction varies and is sometimes terrible, no timer, etc, etc)']"
1410709135,2014-09-14 11:38:55,"[""Mine paid for ameda and I really didn't care for it and purchased the medela freestyle and LOVE it. I travel for work so I'm in a car a lot. The suction is great for battery powered, it's really small, and easier to clean. Great investment!""]"
1410709150,2014-09-14 11:39:10,"[' I got my freestyle through insurance, but I hate it. I use a rented symphony instead.']"
1410709172,2014-09-14 11:39:32,"[""I got a freestyle through insurance and thought it was great. I also used a rented symphony at home (used the freestyle at work.) sure the symphony was better, but it's supposed to be. I had no issues at all with the freestyle.""]"
1410709224,2014-09-14 11:40:24,"['I thought you could make the bit your nipple goes in not see through as when we breastfeed our children out and about baby covers most of the nipple and boob but my pump is hard to use in public as u can see soooo much of the nipple and boob. X\r\n', 'thanx\r\n', 'hayley 32 year old mum of 2 from the wirral\r\n', '...breastfeeding 2nd child still at 17 months']"
1410709234,2014-09-14 11:40:34,['I got a PISA which I liked besides my inability to find a flange that fits (IGT and bifurcated nipples - double whammy).']
1410709262,2014-09-14 11:41:02,"['Ugh, I asked for a medela pump in style (my co-worker had asked and received it so I had high hopes) but they sent an ameda purely yours which suuucked (except not really), so weak. I ended up using a hand me down medela from my cousin (which is not recommended) and that was better than the new ameda.']"
1410709584,2014-09-14 11:46:24,"[""DREAM to be able to walk around a public area pumping, hands free and NO ONE CAN TELL. To leave yourself 'hooked up' for the work day and just flip a switch on and off. Or even just set a timer (with a warning-yikes) and pump while you work thought the day at appropriate intervals. To pump while laying down sleeping. ""]"
1410711211,2014-09-14 12:13:31,"[""- being able to lie down while pumping (for pumping in the middle of the night and/or while at work...many working and pumping moms also have little one's who are up several times at night.  It's be great to be able to combine a 20 minute pump time with a 20 minute rest time).\r\n"", '\r\n', ""-  easier clean up / set up for pumping and/or cheap, disposable pump parts (flanges, etc) that don't need to be sterlilized first - that way you could easily keep some in your desk and/or wouldn't need to spend 20 minutes every night cleaning and sterilizing pump parts.\r\n"", '\r\n', '- smaller and more discrete pumping that runs on batteries (for pumping on the go)']"
1410711257,2014-09-14 12:14:17,"['make suction and speed able to be controled independently\r\n', 'be able to control left side and right side separate\r\n', 'universal connections, so if I like one brand pump and another brand flanges I can mix and match\r\n', 'more flange sizes, jumping 3 mm between sizes is a bit much\r\n', 'the membranes made by medela are insane. they rip constantly when they are taken off to clean and are easy to loose. \r\n', 'anything to make it faster. I am a nurse and my patients need me, being tied to a pump for 20 mins then 10 mins to set up and tear down is not practical.\r\n', 'include info about the laws regarding pumping at workplaces with the pump, or a link to a site that explains it. many people are unsure about this and allow employers to run them over']"
1410712977,2014-09-14 12:42:57,"[""I already have an idea, 'the idea' I believe that will make pumping suck a lot less. I'm a mom and and an IBCLC as well as product developer. I have not been able to find an engineer or manufacturing facility locally to be able to prototype my idea for me. Are you a company that can do that? What is the company? When the idea I have becomes successful, then what happens? \r\n"", 'Thanks\r\n', 'Jennifer\r\n', 'JenniferRemeika@gmail.com']"
1410713703,2014-09-14 12:55:03,"['I have no problem breastfeeding in public as\r\n', 'my boobs are natural but I only pump behind closed doors\r\n', 'since I look like a cross between Madonna\r\n', '(the cone bra) and a cow.']"
1410715400,2014-09-14 13:23:20,['I want to comfortably breastfeed my son on one breast while I pump from the other breast']
1410717954,2014-09-14 14:05:54,"['Can yo make a breast pump where i can pump while sleeping, feeding the baby on the other breast, \r\n', '\r\n', '\r\n', '\r\n']"
1410717959,2014-09-14 14:05:59,"[""I always thought, it there a breast pump that could maybe simultaneously as you are pumping it is going into some kind of bottle where the baby could be feeding from the attach bottle, kind of continuous flow.  When would i use this.  in the car on a long trip, where i can't take the baby out of the car seat.  Or for those moms that can not breast feed.  Eliminates the need to refrigerate or store the milk...  etc...""]"
1410718196,2014-09-14 14:09:56,"[""A pump that could better imitate the suction of a baby (ie better seal and more powerful), would be a miracle. I know that's a biggie!  Good luck! ""]"
1410718397,2014-09-14 14:13:17,"['Aaaah, I have opinions!!!\r\n', '\r\n', ""Can we make a bra that can be worn in the morning and not be hard plastic that requires minimal, if any, adjustment during pumping.  I'm picturing some gortex-like fitted batman-savvy material that has small tubes that approach the center of the bra and won't have me nipping when the pump is off...then I just have to hook up to this little central tube with a big, long tube from my pump with four fixed bottles in a cooler.  I want no upper body strip session multiple times a day, no awkward bra with stinky milk laden holes, no flanges that are soaked and need to be walked to the closest sink, stinky or dripping, no dripping gross tubes (a self flush system), certainly no baggies (or way for me to forget said baggies because of my brain atrophy from pregnancy and only realize when my thighs register they are soaked), no milk transfer from baggy to bottle.  Ahh, to have no milk on my breasts, thighs, office floor, frig, etc.  I almost want to hold off on procreating until your group meets.  Baby number 2 arrives in December and I am mentally preparing for the daily torture sessions.\r\n"", '\r\n', 'Good luck,\r\n', '\r\n', 'Tara Dever Morris, MD\r\n', '\r\n']"
1410718625,2014-09-14 14:17:05,"['I realize this sounds ridiculous, but I would pay a ton of money for a pump I could sleep in that would automatically pump at preset intervals so I could actually sleep more than one hour at a time.']"
1410722804,2014-09-14 15:26:44,"['1. Quiter pumps. \r\n', '2. A design that allows someone to sit comfortably. A different shaped shield would help. The shield now are at a 90 degree angle. This forces you to sit a certain way, not comfortable. \r\n', '3. My 12 volt Medela PISA is FAR better than any of my 9 volts. That 3 volts seems to make a world of difference. \r\n', '4. The piece that the tubes plug into is ridiculously hard to clean and has cracks that trap milk and get moldy. (At least the Medela design). \r\n', ""5. A unit that doesn't stick out so far from the body. This makes multitasking more difficult. \r\n"", ""6. Adjustable shields. Sometimes I'd switch sizes and get more milk. \r\n"", '7. Shields made out of a different material like silicone. \r\n']"
1410726107,2014-09-14 16:21:47,"["" I have had this idea for a while, so I'm very happy to get to share it with someone who might be able to do something with it. When I used a manual pump, I always found that I could control the speed and force of the pump much better than with an electric pump, meaning pumping was more effective, but my hands got tired very quickly. You should design a non-electric pump that operates with a foot pedal similar to what you use for a sewing machine. It would be silent, easier to vary the speed, more affordable than electric and I don't think it would fatigue the leg/foot in nearly the same way as other manual pumps do to the hands. ""]"
1410726489,2014-09-14 16:28:09,"['A way for pumps to massage while pumping to stimulate various milk glands while pumping. A way to make pumps easier to assemble (not so many parts!) and some pumps have this, but an automatic shut-off. ']"
1410737720,2014-09-14 19:35:20,"['Also: It took 2-3 weeks for the insurance vendor to put my pump in the mail. Luckily I had access to a second pump, but there are certainly cases where a breast feeding-challenged mother could need a pump within a day or two in order to maintain her supply. Otherwise her nursing relationship will be jeopardized.\r\n', '\r\n', 'It was also a pain to get the pump order processed. New moms do not need extra paperwork or administrative overhead.\r\n', '\r\n', 'I am surprised to read that some insurance companies only cover a manual pump. That seems like an awfully loose interpretation of the requirement.\r\n', '\r\n', 'Sounds like this part of the ACA, while perhaps well-intentioned, was implemented quite poorly. I am fortunate to have alternative resources but that is not true for all women.']"
1410737864,2014-09-14 19:37:44,"['Also: It took 2-3 weeks for the insurance vendor to put my pump in the mail. Luckily I had access to a second pump, but there are certainly cases where a breast feeding-challenged mother could need a pump within a day or two in order to maintain her supply. Otherwise her nursing relationship will be jeopardized.\r\n', '\r\n', 'It was also a pain to get the pump order processed. New moms do not need extra paperwork or administrative overhead.\r\n', '\r\n', 'I am surprised to read that some insurance companies only cover a manual pump. That seems like an awfully loose interpretation of the requirement.\r\n', '\r\n', 'Sounds like this part of the ACA, while perhaps well-intentioned, was implemented quite poorly. I am fortunate to have alternative resources but that is not true for all women.']"
1410737915,2014-09-14 19:38:35,"[' My insurance paid for the Medela Pump In Style. I like that it looks like a little backpack and that it has space for your cooler, etc. The pump itself is still loud and the tubes seem to always get condensation in them. \r\n', '\r\n', 'Had an Ameda with my first daughter. The pumps are more or less the same in terms of operation.']"
1410737929,2014-09-14 19:38:49,['I got the Freemie pump with my insurance and it works well. Better than the old Medela PIS that I bought with my first. Just a little less powerful than the Medela symphony.']
1410737946,2014-09-14 19:39:06,['No!!! My insurance only pays for the ameda purely yours and it is nowhere near as effective as a hospital grade.']
1410737963,2014-09-14 19:39:23,"[""My insurance only covers a single manual. I have to exclusively pump, so it's useless""]"
1410737977,2014-09-14 19:39:37,"[""I have an Ameda Purely Yours. I find it loud and inefficient -- but I don't like it because of its inefficiency, much more than its noise.""]"
1410738013,2014-09-14 19:40:13,"[""my insurance only covered the hygeia Q pump which is the lowest of their pumps, not super effective, didn't come with a bag that I could use at work, good 1 yr warranty as mine broke 2 wks in and they shipped me a new one asap, I offered to pay the difference to upgrade to the enjoy( which is awesome! hygeia is awesome\xe2\x80\xa6hands down) and they wouldn't let me. the Q pump doesn't stimulate let down very well and the suction needs to be stronger\xe2\x80\xa6but it was free\xe2\x80\xa6so yay?""]"
1410738051,2014-09-14 19:40:51,"[""I have just used the insurance pump - medela pump in style - with my first baby (he's 8 months old now). But will probably buy a better one next time.\r\n"", '\r\n']"
1410738088,2014-09-14 19:41:28,"[""Got the medela PIS free for my third kid this summer. Bought the PIS for my first before they were covered. They're fine- some condensation in tubes but does a decent job. New one didn't come w the battery pack and I NEED it for work when I travel so I was glad to already have it. Not sure I would've thought it existed if it didn't come with the first one.""]"
1410738122,2014-09-14 19:42:02,"[""I got Ameda Purely Yours and it's working just fine. Nothing else for comparison except for a manual hand pump though. But no complaints.""]"
1410738149,2014-09-14 19:42:29,['I bought my own pump. My first baby was pre-ACA so I bought a PISA. I was able to use that with my second baby but if it had not worked I would have absolutely bought my own and not used the insurance-provided pump. In my case the insurance-provided pump is a hand pump.\r\n']
1410738164,2014-09-14 19:42:44,"[""I had to call Ameda and get mine replaced. It works, but I wouldn't say I love it.""]"
1410738197,2014-09-14 19:43:17,"['As a first time mom, my baby was not the best eater at the beginning and he was on a 2 hour eating schedule (at most! Sometimes he wanted to eat again after 1.5 hours). It would take him at least 20 minutes I each side to nurse (40 minutes total). If I then tried to pump for 20 minutes as was recommended by lactation consultants, then disassemble & clean all the pieces which took another 15-20 minutes. I literally had 10-40 minutes without anything attached to my breasts. It was exhausting and emotionally draining and kind of horrible. I was not able to sustain that schedule so I continued to breastfeed but gave up pumping except when away from my baby for business trips. Because of this I believe my supply was never very good. If my pump had more suction, making it quicker AND had fewer, easier to clean parts, I would have been able to do it more often increasing my supply and negating the need for formula supplementation.']"
1410738231,2014-09-14 19:43:51,"["" Luckily, while I'm at work I am able to pump enough for the next day. But right out the gate as a FTM this situation is exhausting and brings on feelings of defeat.""]"
1410738242,2014-09-14 19:44:02,"['One more thing! It may have already been mentioned but when pumping, you are able to get a fraction of the amount of milk your baby can get while breastfeeding directly. Early on, I would have to pump 4 times to get enough for 1 bottle. So frustrating!!']"
1410738254,2014-09-14 19:44:14,['Same story here! Totally exhausting and frustrating.']
1410738273,2014-09-14 19:44:33,"['I would be perfectly fine with a loud, uncomfortable pump if it was efficient!']"
1410738296,2014-09-14 19:44:56,"[""Maybe it's just me, but I do MUCH better with a hand pump than with my double electric (I've tried multiple brands). I feel like I'm better able to mimic the way my daughter nurses, and therefore collect way more milk in half the time.\r\n"", 'Anyone else?']"
1410738322,2014-09-14 19:45:22,"['Yes, the Harmony - I was able to extract 8oz in 5 min.']"
1410738334,2014-09-14 19:45:34,"['I do okay with the hand pump, but pumping 3-4 times per day at work... Electric with a pumping bra is absolutely necessary!\r\n']"
1410738443,2014-09-14 19:47:23,"[""There's a Facebook group called exclusively pumping moms and the impression I get from there is that ppl who exclusively pump and opposed to occasionally, like the Medela Pump in Style Advance or the Spectra S2\r\n"", '\r\n', '\r\n']"
1410738459,2014-09-14 19:47:39,"[""None of the options r comfortable, and none of them r easily portable. Even the high end ones aren't as efficient as babies at expressing, and most of us fight for every last drop\r\n""]"
1410738507,2014-09-14 19:48:27,"['I think if people were generally happy with the products available, you would not being so much interest in and input for the ""hackathon.""  The current products are by and large old, out dated, time consuming, bulky, inefficient, expensive, excessively complicated, painful, and very NOT user friendly. So no, maybe not terrible by definition. But there is lots and lots of room for innovation and improvements!\r\n']"
1410738547,2014-09-14 19:49:07,"['If it saved me stress and time, yes. I pumped an average of 2 hrs a day for a year, plus time spent transferring milk to other containers and washing parts, maybe another 30 min a day? So yeah. Definitely worth $350\r\n', '\r\n']"
1410738768,2014-09-14 19:52:48,"['I echo what a lot of others have already said. \r\n', 'I am still pumping while at work ( 14 month old) and every day i consider stopping due to tall the hassles. I rented a Medela Symphony for 12 months and just returned it. I started using my Pump in Style. Washing all the parts daily is awful. There are so many pats to wash and I have to lock myself in a bathroom at work for 10 minutes just to clean it. I am sure the other employees don;t like me hogging the bathroom for that long, but washing all the parts int eh kitchen sink at work grosses people out.\r\n', '1) Fewer parts to wash (especially hard to reach places)\r\n', '2) Less plastic\r\n', '3) quieter\r\n', '4) Sometimes during a let down I still have to massage or push the pump hard into my breast to keep the milk flowing even when wearing a hands free bra = need something truly hands free at all times\r\n', '5) softer material (maybe silicone) \r\n', '6) gentler \r\n', '7) less cumbersome \r\n', '8) definitely like having a built in timer\r\n', '9) reusable storage bags\r\n', '10) Spill proof \r\n', '11) more discreet\r\n', 'I am really excited about this project and look forward to seeing what comes from it.']"
1410738782,2014-09-14 19:53:02,"[' If some sort of tube or something was used for this, it could empty into a single collection (and storage?) container! But the tube must be easy to clean!']"
1410738818,2014-09-14 19:53:38,"[""I find the SIGG bottle brush worked the best for pump parts. SIGG bottles have a pretty narrow opening, and their brush was just right to get into all the small spaces of the flange and attachments. Also, I used a wetbag for my parts in the fridge at work, so although everyone knew what was in there it wasn't a see-through bag like a ziplock""]"
1410738834,2014-09-14 19:53:54,"["" Yes, all the washing is ridiculous! They don't even make a special pump brush to use either, right? I searched that a lot...""]"
1410738906,2014-09-14 19:55:06,"[""Given that milk expression/let down is brought on by biological and psychological cues, it would be great to record the sound of the mom's baby crying or cooing on the machine that she could listen to through headphones. It would also be great to listen to relaxing music through the machine and to have an alarm to let women who are pumping to increase production know when they have pumped for 10 mins etc. because they are often pumping without milk expression (so the body produces more milk) vs. women pumping to collect milk who stop pumping when the milk stops flowing.""]"
1410738922,2014-09-14 19:55:22,"['The Hygeia has a record feature, but the record button is so poorly placed. It would get turned on in the bag, or record over babes cry with chatter\r\n', 'From accidentally being turned on']"
1410738964,2014-09-14 19:56:04,"[""Thanks for the clarifying question- I mean that women use breast pumps differently depending on their milk production and collection needs. For women using pumps to increase or stimulate milk production they pump even when milk is not being expressed because they are using the pump to tell the breasts to produce more milk. Conversely other women who have adequate milk supply the pump to collect their milk. Women with low supply need to know how long to leave the pump on for optimal breast stimulation so a timer could help in this regard. Women with adequate supply turn off the pump when milk stops being expressed so they wouldn't need a timer to tell them to turn off the pump, but a timer could be helpful to them for other reasons. In general I wonder how designing a breast pump with these different uses (I.e. increasing production vs. collecting adequate supply) might be useful to functionality planning.""]"
1410739038,2014-09-14 19:57:18,"[""I love the idea of having gentle adhesive (similar to lilypadz, perhaps) soft shield which is rounded, like the Freemie. to be worn under a shirt. A bag collection system that can be concealed under the shirt, and a very quiet, strong portable motor. The rigging involved with the pumps now, and the idea of walking around the house hands-free with them (or at work) is ridiculous, and only semi- effective with a battery pack or the rechargable pumps (which renders the pumps less effective- even the rechargable pumps have less power when not plugged in) With the Pump-in-style backpack it reminds me of the packs worn in Ghostbusters, only humiliating. The harness with the Freestyle is a joke, the bustiers are kind of a hassle-though life-savers for now, and the pumping bras available are often ill-fitting. A pumping system that doesn't look like hospital equipment would be a total bonus, too! This isn't dialysis. \r\n"", ""I'm so glad this project is happening! There is much room for improvement!""]"
