rating ID,Product ID,title,brand,manufacturer,grade,comment,category,tag1,tag2,tag3,price,,,,
34882,551,Evenflo Dual Electric Breast Pump,Evenflo,Evenflo,have,,Breastpumps,breastpumps,,,59.99,,,,
34969,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
34976,106,Simple Wishes Hands-Free Breastpump Bra,Simple,Simple Wishes,love,,Breastpumps,breastpump accessories,,,35.11,,,,
34987,112,Medela Quick Clean Breastpump & Accessory Wipes,Medela,Medela,have,,Breastpumps,breastpump accessories,,,19.99,,,,
34996,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
35088,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,The best.,Breastpumps,breastpumps,,,227.51,,,,
35121,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
35123,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,It's very helpful,Nursing,milk storage,,,17.24,,,,
35131,106,Simple Wishes Hands-Free Breastpump Bra,Simple,Simple Wishes,have,,Breastpumps,breastpump accessories,,,35.11,,,,
35133,1610,Medela Harmony Pump,Medela,Medela,have,"This was given to us by the hospital, it's a great manual pump (granted I've not used any other manual) and I still use it for back-up or short trips when I don't have my electric one. Easy to clean.",Breastpumps,breastpumps,,,30.77,,,,
35136,1803,Tommee Tippee Closer to Nature Standard Neck Breast Pump Adaptor,,,love,Fits my Medela pump great so that I can pump directly into the Tommee Tippee bottles.,Breastpumps,breastpump accessories,,,4.99,,,,
35147,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
35152,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
35165,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
35215,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
35302,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,Really efficient and easy to use!,Breastpumps,breastpumps,,,227.51,,,,
35323,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
35329,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
35344,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
35395,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,My son never learned to latch on. I pumped exclusively for 9 months. This has got to be the best pump in the market. Plus helped me build up a good stock of milk for when I traveled.,Breastpumps,breastpumps,,,227.51,,,,
35397,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,Best things ever when traveling or when you don't feel like cleaning ALL of your bottles. ,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
35398,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,These hold more and stand better than the Madera brand. ,Nursing,milk storage,,,17.24,,,,
35401,105,Medela Easy Expression Bustier,Medela,Medela,have,"A must have if pumping. Hands free! I read a book, held my son, or was able to massage both breasts to help express more milk.",Breastpumps,breastpump accessories,nursing bras,,,,,,
35452,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
35486,1234,Medela Pump & Save Breastmilk Bags with Easy-Connect Adapter,Medela,Medela,love,Worked great for my family.,Nursing,milk storage,breastpump accessories,,8.99,,,,
35517,1610,Medela Harmony Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,30.77,,,,
35543,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
35546,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
35554,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,This is a great breast pump. Too bad my son never took a bottle so all my pumped milk went down the drain. Unless you are a working mom and pump every day a hand pump is just fine.,Breastpumps,breastpumps,,,227.51,,,,
35559,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,Very useful but don't scald yourself!,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
35561,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,regret,They are cheaper than the medela bags but shaped differently.,Nursing,milk storage,,,17.24,,,,
35627,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
35668,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
35669,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,Freeze flat and have a double seal.,Nursing,milk storage,,,17.24,,,,
35708,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,"I have no complaints about this pump. It does a nice job, and comes with some bottles, an insulated bag and the pump parts. I like that the pump is in an easy to carry bag.",Breastpumps,breastpumps,,,227.51,,,,
35723,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,"These bags do the job, I have no complaints.",Nursing,milk storage,,,17.24,,,,
35747,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
35770,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
35775,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
35858,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
35861,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
35891,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,Super easy to use and very convenient.,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
35894,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,"A little bit more wobbly than Medela storage bags, but easier to open and close.",Nursing,milk storage,,,17.24,,,,
35903,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
35915,106,Simple Wishes Hands-Free Breastpump Bra,Simple,Simple Wishes,regret,Loose up top so still feel like I have to hold in place.,Breastpumps,breastpump accessories,,,35.11,,,,
35916,1234,Medela Pump & Save Breastmilk Bags with Easy-Connect Adapter,Medela,Medela,have,,Nursing,milk storage,breastpump accessories,,8.99,,,,
35956,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
35964,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
35967,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,want,,Nursing,milk storage,,,17.24,,,,
35971,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
36003,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
36046,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
36058,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
36064,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
36068,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,want,,Nursing,milk storage,,,17.24,,,,
36079,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,want,,Nursing,milk storage,,,17.24,,,,
36088,3014,Lansinohå¨ Manual Breast Pump,Lansinoh,,want,,Breastpumps,breastpumps,,,26.96,,,,
36111,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36115,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36158,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36160,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36183,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36218,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36224,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,want,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36251,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
36252,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36255,106,Simple Wishes Hands-Free Breastpump Bra,Simple,Simple Wishes,have,,Breastpumps,breastpump accessories,,,35.11,,,,
36307,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36331,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36397,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36400,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,regret,I prefer double zippers and extra room in the bag to prevent leaks.,Nursing,milk storage,,,17.24,,,,
36437,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36474,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
36484,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36498,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36499,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
36500,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36503,932,Medela Swing Breastpump Deluxe,Medela,Medela,love,,Breastpumps,breastpumps,,,,,,,
36516,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36517,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36520,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36521,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
36536,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,love,"Great pump! Only used it a handful of times, but it works great and was reasonable, though my insurance paid for mine - hoorah!",Breastpumps,breastpumps,,,158.99,,,,
36552,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
36558,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36587,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
36588,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36650,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
36653,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
36654,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,"When my baby had thrush and I was sterilizing the pump pieces after every use, this was very convenient!",Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36680,100,Medela Freestyle Breast Pump,Medela,Medela,love,You can charge this and use it for quite a few pumps before charging it again.  No carrying a battery pack around.  I HIGHLY recommend this.  Check with your insurance for a free pump!,Breastpumps,breastpumps,,,309.9,,,,
36682,1610,Medela Harmony Pump,Medela,Medela,love,Good for emergencies.,Breastpumps,breastpumps,,,30.77,,,,
36725,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
36733,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36734,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36745,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
36747,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36774,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36790,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36797,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36824,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
36827,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,Brilliant for storing breastmilk and keeping it sterile,Nursing,milk storage,,,17.24,,,,
36863,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,Great product and the bag stores everything perfectly,Breastpumps,breastpumps,,,227.51,,,,
36866,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
36899,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
36940,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
37036,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
37055,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
37056,106,Simple Wishes Hands-Free Breastpump Bra,Simple,Simple Wishes,have,"A must-have for working mamas. I was skeptical at first, but its nice to be able to work and pump at the same time.",Breastpumps,breastpump accessories,,,35.11,,,,
37075,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
37101,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
37115,196,Fresh Baby Food and Breast Milk Trays,Fresh Baby,Fresh Baby,have,,Nursing,milk storage,freezer trays,,9.71,,,,
37120,1610,Medela Harmony Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,30.77,,,,
37134,3014,Lansinohå¨ Manual Breast Pump,Lansinoh,,have,,Breastpumps,breastpumps,,,26.96,,,,
37169,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
37229,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,"Great milk storage bag, ",Nursing,milk storage,,,17.24,,,,
37289,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
37290,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
37327,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,regret,Thin and most prone to leaks. Prefer honeysuckle ,Nursing,milk storage,,,17.24,,,,
37338,106,Simple Wishes Hands-Free Breastpump Bra,Simple,Simple Wishes,have,,Breastpumps,breastpump accessories,,,35.11,,,,
37359,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
37517,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,Faster way to clean. Liked that!,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
37520,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
37525,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,Not super quiet but it works great and would recommend to any mom. ,Breastpumps,breastpumps,,,227.51,,,,
37535,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
37548,105,Medela Easy Expression Bustier,Medela,Medela,regret,,Breastpumps,breastpump accessories,nursing bras,,,,,,
37550,1234,Medela Pump & Save Breastmilk Bags with Easy-Connect Adapter,Medela,Medela,regret,,Nursing,milk storage,breastpump accessories,,8.99,,,,
37551,817,Medela Quick Clean Breastmilk Soap,Medela,Medela,love,,Breastpumps,breastpump accessories,,,7.97,,,,
37552,1234,Medela Pump & Save Breastmilk Bags with Easy-Connect Adapter,Medela,Medela,regret,,Nursing,milk storage,breastpump accessories,,8.99,,,,
37553,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
37571,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,"i haven 't used the hands free feature, burt love this pump. I use it 3x a day on most days. It's effective and easy to use and wash.",Breastpumps,breastpumps,,,227.51,,,,
37579,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
37585,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,want,,Nursing,milk storage,,,17.24,,,,
37627,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
37630,1537,The First Years Breastflow miPump Double Electric Breast Pump,The First Years,The First Years,have,,Breastpumps,breastpumps,,,69.99,,,,
37693,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
37707,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,Heard rave reviews about this but personally not thrilled because suction is not too strong. I have to squeeze my boobs alot to force the milk out. Very expensive for the amount of work i put in. ,Breastpumps,breastpumps,,,227.51,,,,
37716,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,regret,Great for storage with the double zip. Horrible when the frozen milk is melted because it leaks through. ,Nursing,milk storage,,,17.24,,,,
37752,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,Great to have this compared to using the manual hand pump. Made it much easier,Breastpumps,breastpumps,,,227.51,,,,
37764,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,Perfect product to have when pumping and want to store,Nursing,milk storage,,,17.24,,,,
37791,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
37825,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,"I love this breast pump. After 3 kids, I've tried quite a few different kind. I completely fell in love with this one! I felt like it saved me!! Def worth the money! Great buy!! :-D",Breastpumps,breastpumps,,,227.51,,,,
37826,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,These are awesome! They def make sterilizing an easy breeze!!! :),Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
37829,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,Very convenient. Easier to store bc you can freeze them flat. You can carry more of them than the bulky containers too. And they thaw a lot quicker. LOVE!,Nursing,milk storage,,,17.24,,,,
37876,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
37880,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,I have the backpack version of this and it works very well.  easily portable w/ the battery pack option,Breastpumps,breastpumps,,,227.51,,,,
37901,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,"easy to use , do not leak.  Easy to defrost",Nursing,milk storage,,,17.24,,,,
37908,1610,Medela Harmony Pump,Medela,Medela,love,great on the go pump,Breastpumps,breastpumps,,,30.77,,,,
37937,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,,,
37960,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,Works much better than the Swing Pump.,Breastpumps,breastpumps,,,227.51,,,,
37969,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,"I bought 3 packs of them, but I don't know why when I thaw them in the fridge only 3 weeks later the bag was leaking.",Nursing,milk storage,,,17.24,,,,
37978,932,Medela Swing Breastpump Deluxe,Medela,Medela,regret,Too slow and not enough power. would pay more to get a upgraded one.,Breastpumps,breastpumps,,,,,,,
37986,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,regret,"Barely used them. Perhaps get a few for 1x per month cleaning or so, but they really aren't necessary if you rinse every time.",Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
37989,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,"I had gotten a different pump through insurance but ended up buying this one and really prefer it to the other one.  It's hard to rate it as \Love\"" because I don't \""love\"" pumping! """,Breastpumps,breastpumps,,,227.51,,,,
38018,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
38042,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
38045,1610,Medela Harmony Pump,Medela,Medela,want,,Breastpumps,breastpumps,,,30.77,,,,
38066,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,There is no better!,Breastpumps,breastpumps,,,227.51,,,,
38073,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
38090,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,These were the best storage bags that I had used.  ,Nursing,milk storage,,,17.24,,,,
38125,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
38128,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,makes pumping and storing milk so easy,Nursing,milk storage,,,17.24,,,,
38130,1610,Medela Harmony Pump,Medela,Medela,have,"works ok in a pinch, wouldn't want to rely on it as my only pump. tedious. ",Breastpumps,breastpumps,,,30.77,,,,
38132,1234,Medela Pump & Save Breastmilk Bags with Easy-Connect Adapter,Medela,Medela,have,just ok. like the lansinoh ones better.,Nursing,milk storage,breastpump accessories,,8.99,,,,
38164,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,Great breast pump ,Breastpumps,breastpumps,,,227.51,,,,
38171,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
38174,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
38184,114,Milkies Milk Saver,Milkies,Milkies,want,,Nursing,milk storage,nursing pads,,25,,,,
38196,1803,Tommee Tippee Closer to Nature Standard Neck Breast Pump Adaptor,,,want,,Breastpumps,breastpump accessories,,,4.99,,,,
38246,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
38300,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,,,
38324,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,I'm a big fan of this pump. Easy to use and light to carry.,Breastpumps,breastpumps,,,227.51,,,,
38335,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,,Nursing,milk storage,,,17.24,,,,
38337,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,This is a wonderful pump that can be used or passed on to friends to use for years to come. It is very well made and you can swap out all of the parts to make it like new. Parts are easy to find.,Breastpumps,breastpumps,,,227.51,,,,
38343,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
38354,196,Fresh Baby Food and Breast Milk Trays,Fresh Baby,Fresh Baby,want,,Nursing,milk storage,freezer trays,,9.71,,,,
38393,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,have,,Nursing,milk storage,,,17.24,,,,
38411,1610,Medela Harmony Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,30.77,,,,
38413,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,have,,Breastpumps,breastpumps,,,158.99,,,,
38447,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,have,,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
38449,105,Medela Easy Expression Bustier,Medela,Medela,want,,Breastpumps,breastpump accessories,nursing bras,,,,,,
38564,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,,,
38573,106,Simple Wishes Hands-Free Breastpump Bra,Simple,Simple Wishes,love,A must for the nursing mom. You can get so much accomplished while pumping.,Breastpumps,breastpump accessories,,,35.11,,,,
38587,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,,Breastpumps,breastpumps,,,227.51,,,,
38594,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,love,Better than medella,Nursing,milk storage,,,17.24,,,,
38623,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,regret,Leaks if not frozen upright,Nursing,milk storage,,,17.24,,,,
38665,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,I love this pump!  Easy to use and easy to clean.,Breastpumps,breastpumps,,,227.51,,,,
38667,106,Simple Wishes Hands-Free Breastpump Bra,Simple,Simple Wishes,love,A MUST!!!,Breastpumps,breastpump accessories,,,35.11,,,,
38669,1234,Medela Pump & Save Breastmilk Bags with Easy-Connect Adapter,Medela,Medela,love,A must but only use them once or they can break and leak - which is awful!,Nursing,milk storage,breastpump accessories,,8.99,,,,
38686,113,Medela Quick Clean Micro Steam Bags,Medela,Medela,love,Changed my life with pumping.  The only way I was able to ensure I got them clean enough.  AMAZING.,Breastpumps,breastpump accessories,sterilizers,,5.37,,,,
38709,108,Lansinoh Breastmilk Storage Bags,Lansinoh,Lansinoh,regret,"Can't use with medela pump, that is without a huge mess.",Nursing,milk storage,,,17.24,,,,
