rating ID,Product ID,title,brand,manufacturer,grade,comment,category,tag1,tag2,tag3,price,,
105257,100,Medela Freestyle Breast Pump,Medela,Medela,want,,Breastpumps,breastpumps,,,309.9,,
105331,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
105801,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
106933,100,Medela Freestyle Breast Pump,Medela,Medela,love,Worked awesome for my first LO,Breastpumps,breastpumps,,,309.9,,
107563,100,Medela Freestyle Breast Pump,Medela,Medela,want,,Breastpumps,breastpumps,,,309.9,,
113418,100,Medela Freestyle Breast Pump,Medela,Medela,love,Works well,Breastpumps,breastpumps,,,309.9,,
114055,100,Medela Freestyle Breast Pump,Medela,Medela,love,Easy to use anywhere (even while riding in the car). Only complaint is that one section of tubing keeps falling off. I'm afraid I'm going to lose it. ,Breastpumps,breastpumps,,,309.9,,
114249,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
116220,100,Medela Freestyle Breast Pump,Medela,Medela,love,easy to use a must have ,Breastpumps,breastpumps,,,309.9,,
119272,100,Medela Freestyle Breast Pump,Medela,Medela,regret,not strong enough,Breastpumps,breastpumps,,,309.9,,
119560,100,Medela Freestyle Breast Pump,Medela,Medela,love,Still going strong with my second baby,Breastpumps,breastpumps,,,309.9,,
119743,100,Medela Freestyle Breast Pump,Medela,Medela,love,excellent pump,Breastpumps,breastpumps,,,309.9,,
121088,100,Medela Freestyle Breast Pump,Medela,Medela,have,"LOVE this - easy to use, easy to travel with and fast. A godsend!",Breastpumps,breastpumps,,,309.9,,
126680,100,Medela Freestyle Breast Pump,Medela,Medela,love,I was pumping every 3 hours for 6 months. Loved it!  Great battery life too.,Breastpumps,breastpumps,,,309.9,,
134002,100,Medela Freestyle Breast Pump,Medela,Medela,love,Works great and is so compact!,Breastpumps,breastpumps,,,309.9,,
135397,100,Medela Freestyle Breast Pump,Medela,Medela,love,I love that I can walk around and do things while pumping! It's also more efficient than Ameda.,Breastpumps,breastpumps,,,309.9,,
136459,100,Medela Freestyle Breast Pump,Medela,Medela,love,handsfree...need i say more?,Breastpumps,breastpumps,,,309.9,,
136977,100,Medela Freestyle Breast Pump,Medela,Medela,love,way better than Ameda,Breastpumps,breastpumps,,,309.9,,
139387,100,Medela Freestyle Breast Pump,Medela,Medela,regret,Impacts milk supply if used a lot.  Use the one that plugs in instead.,Breastpumps,breastpumps,,,309.9,,
139396,100,Medela Freestyle Breast Pump,Medela,Medela,love,Love the mobility so small easy to use and pump where ever you go. ,Breastpumps,breastpumps,,,309.9,,
139819,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Easy to use, portable and hands free. Comes with a freezer pack and insulated bag to store milk which made pumping at work very easy. ",Breastpumps,breastpumps,,,309.9,,
140352,100,Medela Freestyle Breast Pump,Medela,Medela,have,This is a great pump and gives you so much mobility but the suction is not nearly as strong as the ones you plug into the wall,Breastpumps,breastpumps,,,309.9,,
140818,100,Medela Freestyle Breast Pump,Medela,Medela,love,Hands down the best pump. Suction is definitely strong enough for me and it allows me to be much more mobile and less weighted down when hauling to and from work everyday.,Breastpumps,breastpumps,,,309.9,,
141031,100,Medela Freestyle Breast Pump,Medela,Medela,have,This was handy for taking to work and on vacation - super easy and light to tote around,Breastpumps,breastpumps,,,309.9,,
142427,100,Medela Freestyle Breast Pump,Medela,Medela,want,,Breastpumps,breastpumps,,,309.9,,
142600,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Great pump. Haven't tried any others, but don't feel the need to.",Breastpumps,breastpumps,,,309.9,,
142927,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Can you really love a breastpump? If you can, this one is worthy of love. It gets the job done in a very efficient manner. This pump has worked hard through two kids (and counting)!",Breastpumps,breastpumps,,,309.9,,
144082,100,Medela Freestyle Breast Pump,Medela,Medela,love,Easy to use but can't figure out how to use the hook things for handsfree. I use the easy expression bustier or just clip up my nursing bra/tank and it becomes hands free.Love how compact it is.,Breastpumps,breastpumps,,,309.9,,
144397,100,Medela Freestyle Breast Pump,Medela,Medela,love,glad i got this pump instead of the Pump in Style - the Freetime is so much smaller and you can walk around with it clipped to your pants! It was easy for me to pump while doing other things in house,Breastpumps,breastpumps,,,309.9,,
144893,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Use this ALL the time, it's held up well over time.",Breastpumps,breastpumps,,,309.9,,
148003,100,Medela Freestyle Breast Pump,Medela,Medela,want,,Breastpumps,breastpumps,,,309.9,,
149011,100,Medela Freestyle Breast Pump,Medela,Medela,love,Purchased the Starter Set with Accessories on Diapers.com.  Worked very well and was portable when I had to travel for business in month 5.  Only issue is that motor went dead but Medela replaced it. ,Breastpumps,breastpumps,,,309.9,,
149068,100,Medela Freestyle Breast Pump,Medela,Medela,love,I found this pump to be way more convenient than my instyle pump. I would charge it at night and could use the pump all day without having to worry about a power supply. Just clip it on and go.,Breastpumps,breastpumps,,,309.9,,
149241,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Love the hands free design however, you can get the same by using a bustier",Breastpumps,breastpumps,,,309.9,,
150653,100,Medela Freestyle Breast Pump,Medela,Medela,love,Portable and easy to use,Breastpumps,breastpumps,,,309.9,,
151494,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Bought this with a bustier, makes pumping so much easier. I get a good amount of milk with this pump. ",Breastpumps,breastpumps,,,309.9,,
152214,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Love this, some  say the suction isnt great but this baby works great for me. You can adjust the suction strength, I have this pump for home and the pump in style to leave at work",Breastpumps,breastpumps,,,309.9,,
152353,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Paired with a hands free bra, this pump was awesome! Super lightweight and I love how you can walk around with it!",Breastpumps,breastpumps,,,309.9,,
154457,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Love this pump! Convenient, on the go, travels easily. Battery life is outstanding! Charges quickly. Works best with bustier",Breastpumps,breastpumps,,,309.9,,
155445,100,Medela Freestyle Breast Pump,Medela,Medela,want,,Breastpumps,breastpumps,,,309.9,,
156081,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Reasonably priced, discreet, works well.",Breastpumps,breastpumps,,,309.9,,
157359,100,Medela Freestyle Breast Pump,Medela,Medela,want,,Breastpumps,breastpumps,,,309.9,,
157517,100,Medela Freestyle Breast Pump,Medela,Medela,love,I'm very happy with this pump! It's nice to have it so portable!,Breastpumps,breastpumps,,,309.9,,
157590,100,Medela Freestyle Breast Pump,Medela,Medela,have,I have been using this pump almost everyday since my 12 month old was born. I love how I'm not attached to a plug so I can be comfortable. Replacement parts are a must to always have on hand,Breastpumps,breastpumps,,,309.9,,
157807,100,Medela Freestyle Breast Pump,Medela,Medela,have,haven't used this yet... will review once I have used it.,Breastpumps,breastpumps,,,309.9,,
136,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
187,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
279,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
310,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
472,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
532,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
579,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
616,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,,Breastpumps,breastpumps,,,227.51,,
694,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
745,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
819,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
852,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
999,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
1060,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
1141,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
1551,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
1641,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
1805,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
1911,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
2070,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
2217,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
2517,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
2927,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
2987,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
3054,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
3092,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
3151,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
3205,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
3387,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
3474,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
3528,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
3662,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
3713,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
3847,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
4107,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
4141,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
4438,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
4487,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
4554,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
4735,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
4777,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
5012,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,"Never had any issues with this -  parts are easy to clean, would recommend Medela products to anyone who intends to breastfeed and pump",Breastpumps,breastpumps,,,227.51,,
5175,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
5329,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
5396,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
5440,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
5522,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
5606,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,"This pump went dead after 2 or 3 months of use.  And, it hardly had any suction.  When I got a different one after it went dead, I pumped a lot more milk.  ",Breastpumps,breastpumps,,,227.51,,
5981,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,"I didn't ever use this \on the go\"" but having the bag to stash all the gear and pumping accessories was helpful.  This pump was reliable and easy to use.  """,Breastpumps,breastpumps,,,227.51,,
6022,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
6072,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
6189,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
6309,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
6369,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
6424,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
6831,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,,Breastpumps,breastpumps,,,227.51,,
6902,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
7057,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
7109,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,I seriously regret not getting the hands free pump. This worked fine but I was glued to one area and it was really hard to not move with a newborn. The hands free pump is definitely worth the money!,Breastpumps,breastpumps,,,227.51,,
7145,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
7217,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
7240,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
7288,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
7350,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
7430,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
7618,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
7808,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,I have this pump and the hospital grade symphony and don't see that big of a difference in the amount of time it takes to pump. Would recommend! ,Breastpumps,breastpumps,,,227.51,,
7921,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,"The tote (or backpack version) is made out of a really cheap plastic that my wife is allergic to. It doesn't bother me, but I can smell it. I don't see why they had to use such crappy material. Otherwise awesome product.",Breastpumps,breastpumps,,,227.51,,
7954,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
8084,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
8293,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
8458,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
8478,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,"Works OK, excellent customer service. Not WHO-code compliant and pump and parts feel cheap. Pump needed to be replaced after 3 mos of use, only 1-yr warranty. May not last as I am nursing beyond 1-yr. I will get the Hygeia next time ",Breastpumps,breastpumps,,,227.51,,
8640,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
9212,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
9317,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
9369,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
9455,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
9487,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,So much faster and better than the freestyle but not practical for travel,Breastpumps,breastpumps,,,227.51,,
9656,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
9699,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
9790,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
9809,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
9829,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
9900,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
9970,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
10055,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,I have the Freestyle. I like it because it is completely portable. It is apparently a little louder than the Pump in Style. ,Breastpumps,breastpumps,,,227.51,,
10068,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10113,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10151,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,Had the pump in style advanced with my daughter. It's a really great pump and very easy to use. Saved me a lot of time & allowed me to keep giving my children Breastmilk even when I went back to work,Breastpumps,breastpumps,,,227.51,,
10231,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10349,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10449,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10657,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,"If you have to pump, this is the Volvo station wagon of breast pumps, it may be a bit big and heavy, but it always works when you need it.",Breastpumps,breastpumps,,,227.51,,
10701,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10770,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10787,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,loved it but hate pumping in general....i feel like it makes you have less milk production for some reason - or maybe it was just the wrong fit for me,Breastpumps,breastpumps,,,227.51,,
10814,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
10883,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10896,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10927,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
10941,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
10945,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
11128,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
11161,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
11251,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,regret,,Breastpumps,breastpumps,,,227.51,,
11320,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,fast and easy to use,Breastpumps,breastpumps,,,227.51,,
11458,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
11505,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,worked better than the hospital grade pump the feeding specialist recommended.,Breastpumps,breastpumps,,,227.51,,
11555,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
11718,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
11901,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
11937,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,once we found the right sized filanges this was great. wish I'd had the smaller one so I could have been more mobile while pumping.,Breastpumps,breastpumps,,,227.51,,
12014,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
12053,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
12078,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
12097,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
12247,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
12341,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
12422,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
12644,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
12951,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
13169,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
13383,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
13591,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
13836,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
13852,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
13923,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
14103,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,this has become my purse.  love it!,Breastpumps,breastpumps,,,227.51,,
14150,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
14182,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
14218,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
14236,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
14266,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
14321,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
14437,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,I didn't pump alot but I felt this was a great pump!,Breastpumps,breastpumps,,,227.51,,
14530,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
14628,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
14695,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
14754,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,"This is a very nice pump.  If you plan to pump, I would recommend this one.",Breastpumps,breastpumps,,,227.51,,
14876,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
14928,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
14932,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
15328,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
15352,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
15405,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
15425,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
15524,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,have,,Breastpumps,breastpumps,,,227.51,,
15644,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,want,,Breastpumps,breastpumps,,,227.51,,
15722,101,Medela Pump in Style Advanced Breast Pump with On the Go Tote,Medela,Medela,love,,Breastpumps,breastpumps,,,227.51,,
